"",DRUG_ID,COSMIC_ID,LN_IC50,MAX_CONC_MICROMOLAR,Cell_Line,Drug_Name,Synonyms
"32",1026,905942,-3.28022501,1,NCIH23,TANESPIMYCIN,"17-AAG, BMS-722782"
"33",1026,905967,0.96744788,1,NCIH322M,TANESPIMYCIN,"17-AAG, BMS-722782"
"34",1026,905943,-3.83803952,1,NCIH460,TANESPIMYCIN,"17-AAG, BMS-722782"
"35",1026,905944,-0.5526668,1,NCIH522,TANESPIMYCIN,"17-AAG, BMS-722782"
"36",1026,905933,-0.51533463,1,OVCAR3,TANESPIMYCIN,"17-AAG, BMS-722782"
"37",1026,905990,1.10198372,1,OVCAR4,TANESPIMYCIN,"17-AAG, BMS-722782"
"38",1026,905969,-2.60740482,1,OVCAR5,TANESPIMYCIN,"17-AAG, BMS-722782"
"39",1026,905991,-2.25101115,1,OVCAR8,TANESPIMYCIN,"17-AAG, BMS-722782"
"40",1026,905934,-2.34272472,1,PC3,TANESPIMYCIN,"17-AAG, BMS-722782"
"41",1026,905964,-1.21440845,1,RPMI8226,TANESPIMYCIN,"17-AAG, BMS-722782"
"42",1026,905978,-2.18974715,1,RXF393,TANESPIMYCIN,"17-AAG, BMS-722782"
"43",1026,905986,-0.86778024,1,SF268,TANESPIMYCIN,"17-AAG, BMS-722782"
"44",1026,905985,-2.59837092,1,SF295,TANESPIMYCIN,"17-AAG, BMS-722782"
"45",1026,905984,-3.04657383,1,SF539,TANESPIMYCIN,"17-AAG, BMS-722782"
"46",1026,905955,-2.1667398,1,SKMEL2,TANESPIMYCIN,"17-AAG, BMS-722782"
"47",1026,905954,-2.17680521,1,SKMEL28,TANESPIMYCIN,"17-AAG, BMS-722782"
"48",1026,905956,-0.11926029,1,SKMEL5,TANESPIMYCIN,"17-AAG, BMS-722782"
"49",1026,905959,-1.0011281,1,SKOV3,TANESPIMYCIN,"17-AAG, BMS-722782"
"50",,,,,SN12C,TANESPIMYCIN,
"51",,,,,SNB19,TANESPIMYCIN,
"52",1026,905982,-1.69807622,1,SNB75,TANESPIMYCIN,"17-AAG, BMS-722782"
"53",1026,905965,-2.59491044,1,SR,TANESPIMYCIN,"17-AAG, BMS-722782"
"54",1026,905962,-1.79975206,1,SW620,TANESPIMYCIN,"17-AAG, BMS-722782"
"55",1026,905945,2.54797365,1,T47D,TANESPIMYCIN,"17-AAG, BMS-722782"
"56",1026,905980,-2.10400684,1,TK10,TANESPIMYCIN,"17-AAG, BMS-722782"
"57",,,,,U251,TANESPIMYCIN,
"58",1026,905977,-0.50155327,1,UACC257,TANESPIMYCIN,"17-AAG, BMS-722782"
"59",1026,905976,-1.14750448,1,UACC62,TANESPIMYCIN,"17-AAG, BMS-722782"
"60",179,905947,1.24826447,32,7860,5FLUOROURACIL,5-FU
"61",179,905948,6.18497619,32,A498,5FLUOROURACIL,5-FU
"62",,,,,A549,5FLUOROURACIL,
"63",179,905950,4.04408134,32,ACHN,5FLUOROURACIL,5-FU
"64",,,,,BT549,5FLUOROURACIL,
"65",179,905963,3.51631375,32,CAKI1,5FLUOROURACIL,5-FU
"66",179,905952,2.32125582,32,CCRFCEM,5FLUOROURACIL,5-FU
"67",179,905961,1.59719375,32,COLO205,5FLUOROURACIL,5-FU
"68",179,905935,4.72714114,32,DU145,5FLUOROURACIL,5-FU
"69",179,905970,8.20551616,32,EKVX,5FLUOROURACIL,5-FU
"70",179,905971,2.2936534,32,HCC2998,5FLUOROURACIL,5-FU
"71",179,905936,0.99433878,32,HCT116,5FLUOROURACIL,5-FU
"72",179,905937,1.48396033,32,HCT15,5FLUOROURACIL,5-FU
"73",179,905938,1.81810693,32,HL60,5FLUOROURACIL,5-FU
"74",179,905972,1.85307982,32,HOP62,5FLUOROURACIL,5-FU
"75",179,905973,6.23310738,32,HOP92,5FLUOROURACIL,5-FU
"76",179,905957,6.34677197,32,HS578T,5FLUOROURACIL,5-FU
"77",179,905939,1.46560727,32,HT29,5FLUOROURACIL,5-FU
"78",,,,,IGROV1,5FLUOROURACIL,
"79",179,905940,2.93766119,32,K562,5FLUOROURACIL,5-FU
"80",179,905989,1.76351301,32,KM12,5FLUOROURACIL,5-FU
"81",179,905974,3.54364432,32,LOXIMVI,5FLUOROURACIL,5-FU
"82",179,905975,3.89095519,32,M14,5FLUOROURACIL,5-FU
"83",,,,,MALME3M,5FLUOROURACIL,
"84",179,905946,6.16522115,32,MCF7,5FLUOROURACIL,5-FU
"85",179,905960,4.79182262,32,MDAMB231,5FLUOROURACIL,5-FU
"86",,,,,MDAMB435,5FLUOROURACIL,
"87",179,908123,3.00985135,32,MDAMB468,5FLUOROURACIL,5-FU
"88",179,905958,0.98103116,32,MOLT4,5FLUOROURACIL,5-FU
"89",,,,,NCIADRRES,5FLUOROURACIL,
"90",179,905941,2.54144058,32,NCIH226,5FLUOROURACIL,5-FU
"91",179,905942,3.60223028,32,NCIH23,5FLUOROURACIL,5-FU
"92",179,905967,4.20254733,32,NCIH322M,5FLUOROURACIL,5-FU
"93",179,905943,5.36632589,32,NCIH460,5FLUOROURACIL,5-FU
"94",179,905944,5.63978695,32,NCIH522,5FLUOROURACIL,5-FU
"95",179,905933,6.443217,32,OVCAR3,5FLUOROURACIL,5-FU
"96",179,905990,3.83817977,32,OVCAR4,5FLUOROURACIL,5-FU
"97",179,905969,3.23720545,32,OVCAR5,5FLUOROURACIL,5-FU
"98",179,905991,0.71527491,32,OVCAR8,5FLUOROURACIL,5-FU
"99",179,905934,2.63123086,32,PC3,5FLUOROURACIL,5-FU
"100",179,905964,-0.05532871,32,RPMI8226,5FLUOROURACIL,5-FU
"101",179,905978,5.016709,32,RXF393,5FLUOROURACIL,5-FU
"102",179,905986,2.22181307,32,SF268,5FLUOROURACIL,5-FU
"103",179,905985,3.98551085,32,SF295,5FLUOROURACIL,5-FU
"104",179,905984,2.71408529,32,SF539,5FLUOROURACIL,5-FU
"105",179,905955,4.64074618,32,SKMEL2,5FLUOROURACIL,5-FU
"106",179,905954,4.94431262,32,SKMEL28,5FLUOROURACIL,5-FU
"107",179,905956,5.01819604,32,SKMEL5,5FLUOROURACIL,5-FU
"108",179,905959,3.05701957,32,SKOV3,5FLUOROURACIL,5-FU
"109",179,905979,5.97846236,32,SN12C,5FLUOROURACIL,5-FU
"110",,,,,SNB19,5FLUOROURACIL,
"111",179,905982,3.7452429,32,SNB75,5FLUOROURACIL,5-FU
"112",179,905965,-0.55727792,32,SR,5FLUOROURACIL,5-FU
"113",179,905962,3.24440936,32,SW620,5FLUOROURACIL,5-FU
"114",179,905945,3.1701508,32,T47D,5FLUOROURACIL,5-FU
"115",179,905980,6.46373006,32,TK10,5FLUOROURACIL,5-FU
"116",179,905983,2.86490276,32,U251,5FLUOROURACIL,5-FU
"117",179,905977,3.98490871,32,UACC257,5FLUOROURACIL,5-FU
"118",179,905976,5.55300601,32,UACC62,5FLUOROURACIL,5-FU
"119",179,905947,1.24826447,32,7860,5FLUOROURACIL,5-FU
"120",179,905948,6.18497619,32,A498,5FLUOROURACIL,5-FU
"121",,,,,A549,5FLUOROURACIL,
"122",179,905950,4.04408134,32,ACHN,5FLUOROURACIL,5-FU
"123",,,,,BT549,5FLUOROURACIL,
"124",179,905963,3.51631375,32,CAKI1,5FLUOROURACIL,5-FU
"125",179,905952,2.32125582,32,CCRFCEM,5FLUOROURACIL,5-FU
"126",179,905961,1.59719375,32,COLO205,5FLUOROURACIL,5-FU
"127",179,905935,4.72714114,32,DU145,5FLUOROURACIL,5-FU
"128",179,905970,8.20551616,32,EKVX,5FLUOROURACIL,5-FU
"129",179,905971,2.2936534,32,HCC2998,5FLUOROURACIL,5-FU
"130",179,905936,0.99433878,32,HCT116,5FLUOROURACIL,5-FU
"131",179,905937,1.48396033,32,HCT15,5FLUOROURACIL,5-FU
"132",179,905938,1.81810693,32,HL60,5FLUOROURACIL,5-FU
"133",179,905972,1.85307982,32,HOP62,5FLUOROURACIL,5-FU
"134",179,905973,6.23310738,32,HOP92,5FLUOROURACIL,5-FU
"135",179,905957,6.34677197,32,HS578T,5FLUOROURACIL,5-FU
"136",179,905939,1.46560727,32,HT29,5FLUOROURACIL,5-FU
"137",,,,,IGROV1,5FLUOROURACIL,
"138",179,905940,2.93766119,32,K562,5FLUOROURACIL,5-FU
"139",179,905989,1.76351301,32,KM12,5FLUOROURACIL,5-FU
"140",179,905974,3.54364432,32,LOXIMVI,5FLUOROURACIL,5-FU
"141",179,905975,3.89095519,32,M14,5FLUOROURACIL,5-FU
"142",,,,,MALME3M,5FLUOROURACIL,
"143",179,905946,6.16522115,32,MCF7,5FLUOROURACIL,5-FU
"144",179,905960,4.79182262,32,MDAMB231,5FLUOROURACIL,5-FU
"145",,,,,MDAMB435,5FLUOROURACIL,
"146",179,908123,3.00985135,32,MDAMB468,5FLUOROURACIL,5-FU
"147",179,905958,0.98103116,32,MOLT4,5FLUOROURACIL,5-FU
"148",,,,,NCIADRRES,5FLUOROURACIL,
"149",179,905941,2.54144058,32,NCIH226,5FLUOROURACIL,5-FU
"150",179,905942,3.60223028,32,NCIH23,5FLUOROURACIL,5-FU
"151",179,905967,4.20254733,32,NCIH322M,5FLUOROURACIL,5-FU
"152",179,905943,5.36632589,32,NCIH460,5FLUOROURACIL,5-FU
"153",179,905944,5.63978695,32,NCIH522,5FLUOROURACIL,5-FU
"154",179,905933,6.443217,32,OVCAR3,5FLUOROURACIL,5-FU
"155",179,905990,3.83817977,32,OVCAR4,5FLUOROURACIL,5-FU
"156",179,905969,3.23720545,32,OVCAR5,5FLUOROURACIL,5-FU
"157",179,905991,0.71527491,32,OVCAR8,5FLUOROURACIL,5-FU
"158",179,905934,2.63123086,32,PC3,5FLUOROURACIL,5-FU
"159",179,905964,-0.05532871,32,RPMI8226,5FLUOROURACIL,5-FU
"160",179,905978,5.016709,32,RXF393,5FLUOROURACIL,5-FU
"161",179,905986,2.22181307,32,SF268,5FLUOROURACIL,5-FU
"162",179,905985,3.98551085,32,SF295,5FLUOROURACIL,5-FU
"163",179,905984,2.71408529,32,SF539,5FLUOROURACIL,5-FU
"164",179,905955,4.64074618,32,SKMEL2,5FLUOROURACIL,5-FU
"165",179,905954,4.94431262,32,SKMEL28,5FLUOROURACIL,5-FU
"166",179,905956,5.01819604,32,SKMEL5,5FLUOROURACIL,5-FU
"167",179,905959,3.05701957,32,SKOV3,5FLUOROURACIL,5-FU
"168",179,905979,5.97846236,32,SN12C,5FLUOROURACIL,5-FU
"169",,,,,SNB19,5FLUOROURACIL,
"170",179,905982,3.7452429,32,SNB75,5FLUOROURACIL,5-FU
"171",179,905965,-0.55727792,32,SR,5FLUOROURACIL,5-FU
"172",179,905962,3.24440936,32,SW620,5FLUOROURACIL,5-FU
"173",179,905945,3.1701508,32,T47D,5FLUOROURACIL,5-FU
"174",179,905980,6.46373006,32,TK10,5FLUOROURACIL,5-FU
"175",179,905983,2.86490276,32,U251,5FLUOROURACIL,5-FU
"176",179,905977,3.98490871,32,UACC257,5FLUOROURACIL,5-FU
"177",179,905976,5.55300601,32,UACC62,5FLUOROURACIL,5-FU
"178",,,,,7860,CAMPTOTHECIN,
"179",1003,905948,-4.97659643,0.1,A498,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"180",1003,905949,-4.03133105,0.1,A549,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"181",1003,905950,-4.67888784,0.1,ACHN,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"182",1003,905951,-2.50186124,0.1,BT549,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"183",1003,905963,-5.11666413,0.1,CAKI1,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"184",1003,905952,-7.40982152,0.1,CCRFCEM,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"185",1003,905961,-1.55304158,0.1,COLO205,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"186",1003,905935,-0.51167628,0.1,DU145,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"187",1003,905970,-0.47679586,0.1,EKVX,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"188",1003,905971,-3.22707672,0.1,HCC2998,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"189",1003,905936,-4.30889639,0.1,HCT116,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"190",1003,905937,-3.90053849,0.1,HCT15,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"191",1003,905938,-5.24742595,0.1,HL60,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"192",1003,905972,-5.27114045,0.1,HOP62,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"193",1003,905973,-5.05027751,0.1,HOP92,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"194",1003,905957,-3.04868544,0.1,HS578T,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"195",1003,905939,-3.01231243,0.1,HT29,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"196",1003,905968,-1.9226453,0.1,IGROV1,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"197",1003,905940,-4.11152143,0.1,K562,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"198",1003,905989,-3.61071947,0.1,KM12,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"199",,,,,LOXIMVI,CAMPTOTHECIN,
"200",1003,905975,-4.36062227,0.1,M14,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"201",,,,,MALME3M,CAMPTOTHECIN,
"202",1003,905946,-4.10177055,0.1,MCF7,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"203",1003,905960,-4.41226568,0.1,MDAMB231,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"204",,,,,MDAMB435,CAMPTOTHECIN,
"205",1003,908123,-5.07787106,0.1,MDAMB468,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"206",1003,905958,-6.89908556,0.1,MOLT4,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"207",,,,,NCIADRRES,CAMPTOTHECIN,
"208",1003,905941,-3.89249723,0.1,NCIH226,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"209",1003,905942,-4.08627979,0.1,NCIH23,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"210",1003,905967,-0.11608374,0.1,NCIH322M,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"211",1003,905943,-5.99063699,0.1,NCIH460,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"212",,,,,NCIH522,CAMPTOTHECIN,
"213",,,,,OVCAR3,CAMPTOTHECIN,
"214",1003,905990,-2.43188384,0.1,OVCAR4,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"215",1003,905969,-3.49594043,0.1,OVCAR5,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"216",1003,905991,-5.42203804,0.1,OVCAR8,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"217",,,,,PC3,CAMPTOTHECIN,
"218",1003,905964,-3.12565781,0.1,RPMI8226,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"219",1003,905978,-3.65081813,0.1,RXF393,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"220",1003,905986,-6.5730509,0.1,SF268,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"221",1003,905985,-4.74306032,0.1,SF295,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"222",1003,905984,-4.97704995,0.1,SF539,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"223",1003,905955,-4.12790408,0.1,SKMEL2,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"224",,,,,SKMEL28,CAMPTOTHECIN,
"225",1003,905956,-4.41731311,0.1,SKMEL5,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"226",1003,905959,-3.08229228,0.1,SKOV3,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"227",,,,,SN12C,CAMPTOTHECIN,
"228",,,,,SNB19,CAMPTOTHECIN,
"229",1003,905982,-4.08750439,0.1,SNB75,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"230",1003,905965,-6.6310831,0.1,SR,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"231",1003,905962,-5.59567993,0.1,SW620,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"232",1003,905945,-3.54080396,0.1,T47D,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"233",1003,905980,-3.19929322,0.1,TK10,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"234",1003,905983,-6.17338989,0.1,U251,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"235",1003,905977,-2.18485062,0.1,UACC257,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"236",1003,905976,-3.63168584,0.1,UACC62,CAMPTOTHECIN,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar"
"237",,,,,7860,METHOTREXATE,
"238",1008,905948,1.09470868,0.2,A498,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"239",1008,905949,1.04256211,0.2,A549,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"240",1008,905950,-2.08532345,0.2,ACHN,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"241",1008,905951,1.8144907,0.2,BT549,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"242",1008,905963,-0.76184316,0.2,CAKI1,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"243",1008,905952,-5.26382999,0.2,CCRFCEM,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"244",1008,905961,-1.1996736,0.2,COLO205,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"245",1008,905935,-0.82087744,0.2,DU145,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"246",1008,905970,-0.74141048,0.2,EKVX,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"247",1008,905971,-2.02298096,0.2,HCC2998,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"248",1008,905936,-1.68740453,0.2,HCT116,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"249",1008,905937,-3.19547193,0.2,HCT15,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"250",1008,905938,-2.80109629,0.2,HL60,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"251",1008,905972,-0.05043264,0.2,HOP62,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"252",1008,905973,1.38047514,0.2,HOP92,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"253",1008,905957,1.17232076,0.2,HS578T,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"254",1008,905939,-1.78427706,0.2,HT29,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"255",1008,905968,-0.35966905,0.2,IGROV1,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"256",1008,905940,0.68259872,0.2,K562,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"257",1008,905989,-2.07965493,0.2,KM12,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"258",,,,,LOXIMVI,METHOTREXATE,
"259",1008,905975,-0.26399484,0.2,M14,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"260",,,,,MALME3M,METHOTREXATE,
"261",1008,905946,1.04775421,0.2,MCF7,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"262",1008,905960,1.08992904,0.2,MDAMB231,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"263",,,,,MDAMB435,METHOTREXATE,
"264",1008,908123,0.76850654,0.2,MDAMB468,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"265",1008,905958,-3.44532997,0.2,MOLT4,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"266",,,,,NCIADRRES,METHOTREXATE,
"267",1008,905941,0.53892168,0.2,NCIH226,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"268",1008,905942,-1.41489759,0.2,NCIH23,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"269",1008,905967,-0.08017301,0.2,NCIH322M,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"270",1008,905943,-2.90362273,0.2,NCIH460,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"271",,,,,NCIH522,METHOTREXATE,
"272",,,,,OVCAR3,METHOTREXATE,
"273",1008,905990,0.87762159,0.2,OVCAR4,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"274",1008,905969,1.31010837,0.2,OVCAR5,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"275",1008,905991,0.3120031,0.2,OVCAR8,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
"276",,,,,PC3,METHOTREXATE,
"277",1008,905964,-3.74364656,0.2,RPMI8226,METHOTREXATE,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex"
