"",NSC,Drug_Name
"77",295,10HPHENOTHIAZINE10PROPANAMINE2CHLOROMONOHYDROCHLORIDE
"78",295,10HPHENOTHIAZINE10PROPANAMINENNDIMETHYL2TRIFLUOROMETHYLMONOHYDROCHLORIDE
"79",295,10HPHENOTHIAZINE10PROPANAMINENNDIMETHYL2TRIFLUOROMETHYLMONOHYDROCHLORIDE
"80",295,10HPHENOTHIAZINE134TRIFLUORO2NITRO
"81",295,10HPHENOTHIAZINE2BROMO1021METHYL2PIPERIDINYLETHYL
"82",295,10HPHENOTHIAZINE2CHLORO1021METHYL2PIPERIDINYLETHYL
"83",353,10HPHENOTHIAZINE2ETHYLTHIO1034METHYL1PIPERAZINYLPROPYLZ2BUTENEDIOATE1:2
"84",355,10HPHENOTHIAZINE2ETHYLTHIO1034METHYL1PIPERAZINYLPROPYLZ2BUTENEDIOATE1:2
"85",377,10HPHENOTHIAZINE2METHOXY1021METHYL2PIPERIDINYLETHYL
"86",384,10HPHENOTHIAZINE37DIAMINE10BENZOYLNNNNTETRAMETHYL
"87",443,10HPYRIDAZINO43B14BENZOTHIAZIN3AMINIUMNNNTRIMETHYLIODIDE
"88",443,10HQUINDOLINE38DIAMINE
"89",443,10HYDROXY7TRIMETHYLSILYLETHYLCAMPTOTHECIN
"90",443,10HYDROXYCAMPTOTHECIN
"91",443,10HYDROXYCAMPTOTHECIN
"92",443,10METHOXYCAMPTOTHECIN
"93",443,10METHYL5HINDOLO23C215BENZOXADIAZEPINE
"94",443,10METHYLANTHRACEN9YLMETHYLENEHYDRAZINOCARBONYLMETHYLSULFANYLACETICACID10METHYLANTHRACEN9YLMETHYLENEHYDRAZIDE
"95",443,10NH2CAMPTOTHECIN
"96",443,10NITRONORACRONYCIN
"97",443,10SISOTHIOCYANOALLOAROMADENDRANE
"98",443,10THIAXANTHENONE55DIOXIDEOXIME
"99",443,10UNDECENOICACID
"100",455,10UNDECENOICACID
"101",455,10UNDECYLENICACID
"102",455,110342HYDROXYETHYL1PIPERAZINYLPROPYLPHENOTHIAZIN2YL1PROPANONEMALEATE1:2
"103",455,11048ORANGE
"104",455,110DECAMETHYLENEBIS4AMINOQUINALDINIUMCHLORIDE
"105",455,110DECANEDIOICACID
"106",455,110DIAZAPHENANTHRENEHYDROCHLORIDE
"107",455,110PHENANTHROLINE29DIMETHYL
"108",455,110PHENANTHROLINE29DIMETHYL
"109",455,110PHENANTHROLINE47DIMETHYL
"110",455,110PHENANTHROLINE47DIMETHYL
"111",473,110PHENANTHROLINE56DIONE
"112",473,110PHENANTHROLINE5METHYL
"113",473,110PHENANTHROLINE5METHYL
"114",473,110PHENANTHROLINECOMPLEXWITHTINAND4TRIFLUOROMETHYLBENZENE1:1:2
"115",473,110PHENANTHROLINEHYDROCHLORIDE
"116",473,110PHENANTHROLINEMONOHYDROCHLORIDE
"117",473,110PHENANTHROLINEMONOHYDROCHLORIDE
"118",473,110PHENANTHROLINIUMTETRACHLORO110PHENANTHROLINERUTHENATEIII
"119",473,111440RED
"120",473,1114PHENYLENBISIMINOMETHYLDI2NAPHTHOLATOOONNBISDICARBONYLIRIDIUMI
"121",473,111BIPHENYL4YL34BIS2HYDROXYETHYLTHIO1H111BIPHENYL4YL34BIS2HYDROXYETHYLTHIO1HPYRROLE25DIONE
"122",473,111PHOSPHINOTHIOYLIDYNETRISAZIRIDINE
"123",479,111STRIAZINE246TRIYLTRISAZIRIDINE
"124",531,1121314TETRAKISPTOLYL15THIATETRACYCLO10210211049PENTADECA46813TETRAENE310DIONESOXIDE
"125",534,1123DIAMINOPROPYLIDENE56DIHYDRO23DIMETHOXY6METHYL89METHYLENEDIOXY5OXO11HINDENO12CISOQUINOLINE
"126",577,112HYDROXYETHOXYMETHYL123TRIAZOL4YLMETHYL4METHYLTHIO1HPYRAZOLO34DPYRIMIDINE
"127",596,112HYDROXYETHOXYMETHYL123TRIAZOL5YLMETHYL4HYDROXY1HPYRAZOLO34DPYRIMIDINE
"128",629,112NAMINOPROPYLAMINOETHYLIDENE56DIHYDRO5OXO23DIMETHOXY6METHYL89METHYLENEDIOXY11HINDENO12CISOQUINOLINE
"129",629,112PHENOXYETHYL4PIPERIDYL2BENZIMIDAZOLINONE
"130",629,112R6DIAMINOHEXYLIDENE56DIHYDRO23DIMETHOXY6METHYL89METHYLENEDIOXY5OXO11HINDENO12CISOQUINOLINE
"131",629,112S6DIAMINOHEXYLIDENE56DIHYDRO5KETO23DIMETHOXY6METHYL89METHYLENEDIOXY11HINDENO12CISOQUINOLINE
"132",629,11359GREEN
"133",629,1139HFLUORENYLMETHOXYCARBONYLAMINOPROPYLIDENE56DIHYDRO23DIMETHOXY639HFLUORENYLMETHOXYCARBONYLAMINOPROPYL89METHYLENEDIOXY5OXO11HINDENO12CISOQUINOLINE
"134",629,113AMINOPROPYLIDENE56DIHYDRO5OXO23DIMETHOXY6METHYL89METHYLENEDIOXY11HINDENO12CISOQUINOLINE
"135",629,113BISTERTBUTYLDIMETHYLSILYLOXY231011TETRAHYDRO231011TETRAHYDROXYBREFELDINA
"136",629,113H3HSPIROBI21BENZOXASILOLE3333TETRATRIFLUOROMETHYLDIHYDROGENLITHIUM
"137",629,113METHYLAMINOPROPYLIDENE56DIHYDRO5KETO23DIMETHOXY6METHYL89METHYLENEDIOXY11HINDENO12CISOQUINOLINE
"138",629,113PFLUOROBENZOYLPROPYL1236TETRAHYDRO4PYRIDYL2BENZIMIDAZOLINONE
"139",629,113PFLUOROBENZOYLPROPYL1236TETRAHYDRO4PYRIDYL2BENZIMIDAZOLINONE
"140",629,113TRIBROMO3DODECEN2OL
"141",629,113TRIBROMO3METHYL2BUTANONE
"142",629,113TRIBROMO3METHYL2BUTANONE
"143",629,1144BIS4FLUOROPHENYLBUTYL4PIPERIDINYL5CHLORO13DIHYDRO2HBENZIMIDAZOL2ONE
"144",629,1144BISPFLUOROPHENYLBUTYL4PIPERIDYL2BENZIMIDAZOLINONE
"145",629,1144BISPFLUOROPHENYLBUTYL4PIPERIDYL5CHLORO2BENZIMIDAZOLINONE
"146",629,114AMINOBUTYLIDENE56DIHYDRO5OXO23DIMETHOXY6METHYL89METHYLENEDIOXY11HINDENO12CISOQUINOLINE
"147",629,114BROMOBUTYLIDENE56DIHYDRO23DIMETHOXY6METHYL89METHYLENEDIOXY5OXO11HINDENO12CISOQUINOLINE
"148",721,114DIBENZOYLCARDIOPETALINE
"149",721,114DIMETHYLAMINOBENZYLIDEN6METHYL78910TETRAHYDRO11HINDOLO12BINDAZOLIUMTRIFLUOROMETHANESULFONATE
"150",721,114DIMETHYLAMINOBENZYLIDEN8METHOXY5METHYL11HINDOLO12BINDAZOLIUMTRIFLUOROMETHANESULFONATE
"151",721,114IODOBUTYLIDENE56DIHYDRO23DIMETHOXY6METHYL89METHYLENEDIOXY5OXO11HINDENO12CISOQUINOLINE
"152",721,114METHYL4AZAHEPTANEDIOYLBIS3CHLOROMETHYL6NITROINDOLINEHYDROCHLORIDE
"153",721,114METHYLAMINOBUTYLIDENE56DIHYDRO5OXO23DIMETHOXY6METHYL89METHYLENEDIOXY11HINDENO12CISOQUINOLINE
"154",721,114PFLUOROPHENYL4OXOBUTYL1236TETRAHYDRO4PYRIDYL2BENZIMIDAZOLINONE
"155",721,11510DIOXO510DIHYDROANTHRA912CDEBENZORSTPENTAPHENE1617DIYLBISAZANEDIYLDIANTHRACENE910DIONE
"156",721,11550ORANGE
"157",738,115AMINOPENTYLIDENE56DIHYDRO23DIMETHOXYTMETHYL89METHYLENEDIOXY5OXO11HINDENO12CISOQUINOLINE
"158",739,115BROMOPENTYLIDINE56DIHYDRO23DIMETHOXY6METHYL89METHYLENEDIOXY5OXO11HINDENO12CISOQUINOLINE
"159",739,116AMINOHEXYLIDENE56DIHYDRO5KETO23DIMETHOXY6METHYL89METHYLENEDIOXY11HINDENO12CISOQUINOLINE
"160",739,116BROMOHEXYLIDENE56DIHYDRO23DIMETHOXY6METHYL89METHYLENEDIOXY5OXO11HINDENO12CISOQUINOLINE
"161",739,117BETADIACETOXY3CHLORO4METHYLESTRA13510TRIENE
"162",739,117BETADIACETOXY4METHYLESTRA13510TRIENE
"163",739,119993
"164",739,119:59DIEPOXYBENZOCYCLOOCTADECEN35HONE67891011121516171819DODECAHYDRO4719TRIHYDROXY26812141618HEPTAMETHYL5R6R7S8R9R12S13E16S18S19S
"165",739,11AMINOCARBONYLMETHYLEN11HINDOLO12AINDAZOLE
"166",739,11AR7METHOXY8521H2FURYL1HBENZODIMIDAZOL1YLPENTYLOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"167",739,11AS7METHOXY8322PYRIDYL1HBENZODIMIDAZOL1YLPROPOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"168",739,11AS7METHOXY832METHOXY4E3OXO34345TRIMETHOXYBENZOYLPIPERAZINO1PROPENYLPHENOXYPROPOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"169",739,11AS7METHOXY83437METHOXY22DIMETHYL2H6CHROMENYLOXYPROPYLPIPERAZINOPROPOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"170",739,11AS7METHOXY8344QUINAZOLINYLPIPERAZINOPROPOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPINE5ONE
"171",739,11AS7METHOXY8349PHENANTHRYLPHENOXYPROPOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"172",739,11AS7METHOXY8422THIENYL1HBENZODIMIDAZOL1YLBUTOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"173",740,11AS7METHOXY842METHOXY45345TRIMETHOXYPHENYL45DIHYDRO3ISOXAZOLYLPHENOXYBUTOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"174",740,11AS7METHOXY842METHOXY53345TRIMETHOXYPHENYL45DIHYDRO5ISOXAZOLYLPHENOXYBUTOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"175",740,11AS7METHOXY8544QUINAZOLINYLPIPERAZINOPENTYLOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"176",740,11AS7METHOXY8642METHYL4OXO34DIHYDRO3QUINAZOLINYLPHENOXYPENTYLOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"177",740,11AS8311AS22DIFLUORO7METHOXY5OXO23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN8YLOXYPROPOXY22DIFLUORO7METHOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"178",740,11AS83464311AR7METHOXY5OXO23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN8YLOXYPROPOXYPHENYL4METHYLPHENYLSULPHONYL9H3CARBAZOLYLPHENOXYPROPOXY7METHOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"179",740,11AS834E32HYDROXYPHENYL3OXO1PROPENYL2METHOXYPHENOXYPROPOXY7METHOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"180",740,11AS84413BENZOTHIAZOL2YL2METHOXYPHENOXYBUTOXY7METHOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"181",740,11AS84413BENZOTHIAZOL2YLPHENOXYBUTOXY7METHOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"182",740,11AS8524BENZYLOXYPHENYL6MORPHOLINO1HBENZODIMIDAZOL1YLPENTYLOXY7METHOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"183",740,11AS85413BENZOTHIAZOL2YL2METHOXYPHENOXYPENTYLOXY7METHOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"184",740,11AS85413BENZOTHIAZOL2YLPHENOXYPENTYLOXY7METHOXY23511ATETRAHYDRO1HBENZOEPYRROLO12A14DIAZEPIN5ONE
"185",740,11BENZOD13DIOXOL5YLMETHYLENEDIPIPERAZINE
"186",740,11BETA16ALPHA17ALPHA21TETRAHYDROXY9ALPHAFLUORO14PREGNADIENE320DIONE
"187",740,11BETA1721TRIHYDROXY616ALPHADIMETHYL2PHENYL2HPREGNA246TRIENO32CPYRAZOL20ONE21ACETATE
"188",740,11BETA1721TRIHYDROXYPREGN4ENE320DIONE
"189",740,11BETA1721TRIHYDROXYPREGN4ENE320DIONE
"190",740,11BETA17ALPHA21TRIHYDROXY4PREGNENE320DIONE
"191",740,11BETA17ALPHA21TRIHYDROXY4PREGNENE320DIONE
"192",740,11BETA17ALPHA21TRIHYDROXYPREGN4ENE320DIONE
"193",742,11BETA17ALPHA21TRIHYDROXYPREGN4ENE320DIONE
"194",742,11BETAHYDROCORTISONE
"195",742,11BETAHYDROCORTISONE
"196",742,11BETAHYDROXYCORTISONE
"197",742,11BETAHYDROXYCORTISONE
"198",742,11BETAHYDROXYESTRADIOL11NITRATE3ACETATE
"199",742,11BIETHYLENEOXIDE
"200",742,11BINAPHTHALENE2233TETROL
"201",742,11BINAPHTHALENE3344TETRONE2266TETRAMETHYL
"202",742,11BINAPHTHALENE88DICARBOXYLICACID
"203",742,11BINAPHTHALENE88DICARBOXYLICACID
"204",742,11BINAPHTHYL88DICARBOXYLICACID
"205",742,11BIPHENYL22DIAMINENNBIS2910HTHIOXO3ACRIDINYLAMINOACETYL
"206",742,11BIPHENYL22DICARBOXYLICACID445566HEXAHYDROXYDIDELTALACTONE
"207",742,11BIPHENYL2IODO
"208",742,11BIPHENYL2OL4CHLORO57CHLORO4QUINOLINYLAMINO311DIMETHYLETHYLAMINOMETHYLDIHYDROCHLORIDE
"209",742,11BIPHENYL44BISTHIOMETHYL
"210",742,11BIPHENYL44DICARBOXIMIDAMIDENNBIS4IMINOMETHYLAMINOMETHYLPHENYLTETRAHYDROCHLORIDE
"211",742,11BIPHENYL44DIOL33BISDIETHYLAMINOMETHYL55DI2PROPENYLDIHYDROCHLORIDE
"212",742,11BIPHENYL4ACETICACID2FLUOROALPHAMETHYLR
"213",742,11BIPHENYL4OL3AMINO
"214",742,11BIS22356TRIMETHYLPBENZOQUINONEETHANE
"215",742,11BIS2METHYL4HYDROXY5TERTBUTYLPHENYLBUTANE
"216",742,11BISPDIMETHYLAMINOPHENYLMETHYLENIMINEHYDROCHLORIDE
"217",749,11BISPDIMETHYLAMINOPHENYLMETHYLENIMINEHYDROCHLORIDE
"218",749,11BISPENTANE1NDIYLPIPERZINEDIOXYBIS11AS7METHOXY12311ATETRAHYDRO5HPYRROLO21C14BENZODIAZEPIN5ONE
"219",749,11BISPROPANE1NDIYLPIPERZINEDIOXYBIS11AS7METHOXY12311ATETRAHYDRO5HPYRROLO21C14BENZODIAZEPIN5ONE
"220",749,11CARBOXYMETHYLEN11HINDOLO12AINDAZOLE
"221",749,11CHLORO10HINDOLO32BQUINOLINE
"222",749,11CYANO23DICHLORO7AZAISOINDOLO21CBENZO124TRIAZINE
"223",749,11CYANOMETHYLEN11HINDOLO12AINDAZOLE
"224",749,11CYANOMETHYLEN2METHOXY6METHYL11HINDOLO12BINDAZOLIUMTRIFLUOROMETHANESULFONATE
"225",749,11CYANOMETHYLEN6METHYL11HINDOLO12BINDAZOLIUMTRIFLUOROMETHANESULFONATE
"226",749,11CYCLOBUTANEDICARBOXYLATEDIAMMINEPLATINUMII
"227",749,11CYTOCHALASA6121319TRIEN1ONE21ACETYLOXY718DIHYDROXY1618DIMETHYL10PHENYL7S13E16S18R19E21R
"228",749,11CYTOCHALASA6121319TRIENE117DIONE21ACETYLOXY718DIHYDROXY1618DIMETHYL10PHENYL
"229",749,11CYTOCHALASA6121319TRIENE117DIONE21ACETYLOXY718DIHYDROXY1618DIMETHYL10PHENYL7S13E16S18R19E21R
"230",749,11DECAMETHYLENEBIS4AMINOQUINALDINIUMCHLORIDE
"231",749,11DECAMETHYLENEBIS4AMINOQUINALDINIUMCHLORIDE
"232",749,11DEHYDRO17HYDROXYCORTICOSTERONE
"233",749,11DI345TRIMETHOXYBENZYLIDENYLCARBONYLCYCLOHEXANE
"234",749,11DI3AMMONIUMCARBOXY5CHLORO4HYDROXYPHENYL43BETACHOLESTANYL1BUTENE
"235",749,11DIANTHRIMIDE44DIBENZAMIDO
"236",750,11DIBROMO22DIMETHOXY2PHENYLETHANE
"237",750,11DICHLORO12ETHANOOCARBORANE
"238",750,11DICHLORO22BIS24DICHLOROPHENYLETHANE
"239",750,11DICHLORO2OCHLOROPHENYL2PCHLOROPHENYLETHANE
"240",750,11DIETHYL22CARBOCYANINECHLORIDE
"241",750,11DIETHYL22CYANINECHLORIDE
"242",750,11DIETHYL22CYANINECHLORIDE
"243",750,11DIETHYL22QUINOCARBOCYANINECHLORIDE
"244",750,11DIETHYL44CARBOCYANINEIODIDE
"245",750,11DIETHYL44CARBOCYANINEIODIDE
"246",750,11DIETHYL44QUINOCARBOCYANINEIODIDE
"247",750,11DIETHYLQUINO4CARBOCYANINEIODIDE
"248",750,11DIIODO22DIMETHOXY2PHENYLETHANE
"249",750,11DIMETHYL44BIPYRIDINIUMDICHLORIDE
"250",750,11DIMETHYL44BIPYRIDINIUMDICHLORIDE
"251",750,11DIMETHYL44BIPYRIDYNIUMDICHLORIDE
"252",750,11DIMETHYL44DIPYRIDILIUMDICHLORIDE
"253",750,11DIMETHYL44DIPYRIDYLIUMCHLORIDE
"254",750,11DIMETHYL44DIPYRIDYLIUMDICHLORIDE
"255",750,11DIMETHYL52NAPHTHALENYLDITHIOBIURET
"256",750,11DIMETHYLELLIPTICINE
"257",750,11DIMETHYLETHYLMETHYLDIESTERZE
"258",750,11DIOXIDO3OXO12BENZISOTHIAZOL23HYLMETHYL4METHYLPIPERAZINE1CARBODITHIOATE
"259",750,11DIOXIDO3OXO12BENZISOTHIAZOL23HYLMETHYLDIETHYLDITHIOCARBAMATE
"260",750,11DIOXIDO3OXO12BENZISOTHIAZOL23HYLMETHYLMORPHOLINE4CARBODITHIOATE
"261",750,11DIOXIDO3OXO12BENZISOTHIAZOL23HYLMETHYLPIPERIDINE1CARBODITHIOATE
"262",750,11DIOXIDO3OXO12BENZISOTHIAZOL23HYLMETHYLPYRROLIDINE1CARBODITHIOATE
"263",750,11DITHIOBISNNDIETHYLTHIOFORMAMIDE
"264",750,11EPIISOEUSANTONA14DIENICACID6ALPHAHYDROXY3OXOGAMMALACTONE
"265",750,11FORMYL20RSCAMPTOTHECIN
"266",750,11H124TRIAZOLO43:23PYRIDAZINO45BINDOLE8METHOXY
"267",750,11H1BENZOTHIOPYRANO23EIMIDAZO12APYRIDINE2CARBOXAMIDE11OXON21PYRROLIDINYLETHYL
"268",750,11H1BENZOTHIOPYRANO23EIMIDAZO12APYRIDINE2CARBOXAMIDEN3DIMETHYLAMINOPROPYL11OXO
"269",750,11H1BENZOTHIOPYRANO43BINDOL5IUM2NITROPERCHLORATE
"270",750,11HBENZOACARBAZOLE14DIONE114NITROPHENYLMETHYL
"271",750,11HBENZOACARBAZOLE14DIONE711DIMETHYL
"272",750,11HBENZOGPYRIDO43BINDOL4OL73DIETHYLAMINOPROPYLAMINO1011DIMETHYL
"273",750,11HBENZOTHIOPYRANO23:56PYRIDO12AIMIDAZOLE2CARBOXAMIDEN22DIETHYLAMINOETHYL11OXO
"274",750,11HDIBENZOBE14DIAZEPIN11ONE102DIMETHYLAMINOETHYL510DIHYDRO5METHYLMONOHYDROCHLORIDE
"275",750,11HDIBENZOBE14DIAZEPIN11ONE102DIMETHYLAMINOETHYL510DIHYDRO5METHYLMONOHYDROCHLORIDE
"276",750,11HDIBENZOBE14DIAZEPIN11ONE510DIHYDRO102DIMETHYLAMINOETHYL5METHYLMONOHYDROCHLORIDE
"277",750,11HEPTANEDIOYLBIS3CHLOROMETHYL6NITROINDOLINE
"278",750,11HINDAZOL3YL13DIHYDROBENZOIMIDAZOL2ONE
"279",750,11HINDAZOL3YL32TRIFLUOROMETHOXYPHENYLUREA
"280",750,11HINDAZOL3YL34METHOXYPHENYLUREA
